575.4738102212032, [19, 21, 11, 20, 25, 28, 33, 32, 35, 29, 34, 38, 40, 43, 41, 42, 44, 45, 46, 49, 48, 47, 39, 37, 36, 22, 10, 6, 12, 15, 18, 1, 4, 7, 26, 31, 30, 27, 24, 14, 0, 13, 3, 2, 8, 5, 9, 16, 17, 23]
611.3556805188421, [16, 6, 0, 11, 22, 21, 13, 9, 2, 3, 1, 4, 7, 23, 20, 10, 12, 5, 8, 18, 19, 26, 30, 38, 41, 43, 44, 49, 48, 47, 46, 42, 37, 28, 29, 35, 32, 33, 34, 40, 45, 39, 27, 36, 31, 25, 24, 14, 15, 17]
592.2920565803671, [20, 22, 28, 29, 31, 36, 34, 35, 26, 27, 30, 37, 39, 41, 43, 42, 40, 45, 47, 49, 48, 46, 44, 38, 32, 33, 19, 16, 10, 2, 1, 0, 4, 11, 12, 9, 18, 24, 17, 14, 8, 13, 5, 3, 23, 21, 25, 7, 6, 15]
557.5305319409699, [22, 19, 11, 14, 9, 2, 3, 7, 6, 13, 17, 8, 5, 0, 4, 12, 15, 21, 25, 28, 23, 29, 20, 27, 36, 38, 39, 37, 33, 31, 10, 1, 16, 18, 24, 30, 34, 42, 45, 49, 48, 47, 46, 41, 43, 40, 44, 35, 32, 26]
660.7729013535956, [19, 12, 24, 34, 37, 35, 32, 30, 40, 44, 43, 36, 33, 47, 49, 48, 45, 46, 39, 38, 41, 42, 28, 15, 17, 13, 4, 7, 8, 5, 1, 2, 6, 3, 11, 14, 16, 9, 0, 10, 18, 21, 25, 23, 22, 20, 26, 27, 29, 31]
592.87154000585, [6, 18, 32, 37, 39, 40, 44, 48, 49, 46, 47, 43, 30, 23, 2, 16, 10, 17, 27, 25, 29, 28, 7, 12, 4, 15, 13, 21, 14, 5, 3, 8, 11, 9, 20, 22, 24, 31, 33, 36, 35, 34, 41, 42, 45, 38, 26, 19, 0, 1]
586.472141107963, [1, 16, 23, 36, 32, 28, 26, 11, 7, 2, 0, 5, 12, 14, 19, 27, 21, 6, 13, 24, 31, 33, 35, 37, 29, 25, 22, 18, 10, 4, 9, 15, 20, 30, 39, 42, 46, 43, 41, 40, 48, 49, 47, 45, 44, 38, 34, 17, 8, 3]
619.7941666315423, [39, 34, 29, 17, 15, 14, 5, 2, 0, 12, 21, 27, 10, 13, 7, 11, 16, 22, 25, 30, 33, 40, 41, 44, 37, 42, 45, 47, 48, 49, 46, 43, 38, 35, 32, 31, 24, 20, 23, 19, 9, 6, 1, 4, 3, 8, 18, 26, 28, 36]
621.4072486440658, [31, 39, 37, 35, 27, 1, 11, 14, 4, 25, 41, 36, 33, 30, 32, 43, 42, 34, 38, 45, 47, 46, 48, 49, 44, 40, 28, 26, 23, 15, 24, 20, 3, 8, 18, 13, 7, 2, 0, 5, 19, 12, 6, 17, 16, 10, 9, 22, 21, 29]
637.083240730478, [36, 23, 27, 32, 35, 29, 25, 24, 11, 6, 8, 0, 2, 1, 9, 4, 7, 5, 12, 14, 15, 17, 20, 28, 22, 19, 18, 16, 10, 3, 13, 21, 26, 39, 43, 45, 49, 48, 47, 46, 44, 41, 42, 40, 38, 37, 34, 30, 31, 33]
614.7557325551901, [29, 24, 2, 0, 4, 6, 12, 14, 15, 8, 7, 1, 11, 5, 3, 13, 9, 10, 16, 18, 27, 37, 38, 45, 47, 48, 49, 46, 42, 41, 40, 36, 39, 44, 43, 35, 34, 21, 23, 22, 25, 32, 31, 28, 26, 17, 20, 19, 33, 30]
652.7494314398291, [17, 24, 20, 6, 8, 22, 39, 32, 26, 31, 35, 37, 42, 45, 47, 49, 48, 43, 44, 46, 40, 36, 27, 23, 25, 34, 30, 19, 29, 28, 33, 41, 38, 18, 15, 0, 9, 2, 12, 5, 4, 14, 13, 11, 3, 10, 1, 7, 16, 21]
607.1022468789679, [31, 30, 15, 9, 3, 14, 10, 12, 6, 19, 26, 29, 33, 41, 43, 46, 49, 48, 47, 45, 44, 38, 42, 40, 34, 35, 32, 23, 24, 37, 39, 36, 18, 22, 20, 17, 11, 5, 13, 0, 4, 2, 8, 7, 1, 16, 21, 25, 28, 27]
638.9866169836305, [11, 32, 38, 35, 24, 25, 23, 18, 20, 22, 15, 4, 2, 8, 6, 1, 7, 5, 10, 3, 12, 13, 14, 19, 29, 28, 37, 45, 47, 49, 48, 46, 41, 33, 34, 36, 31, 26, 16, 21, 30, 27, 40, 42, 44, 43, 39, 17, 9, 0]
579.2333368988178, [46, 49, 48, 47, 44, 37, 38, 36, 35, 32, 21, 14, 0, 13, 16, 18, 6, 8, 28, 31, 27, 25, 24, 20, 22, 15, 12, 4, 3, 7, 10, 11, 5, 2, 1, 9, 26, 19, 17, 23, 29, 30, 33, 39, 40, 34, 42, 41, 43, 45]
523.7341970210279, [45, 49, 48, 40, 32, 29, 21, 23, 28, 34, 36, 39, 43, 44, 47, 46, 41, 42, 37, 38, 33, 35, 30, 26, 24, 16, 3, 8, 7, 10, 6, 5, 1, 17, 20, 15, 12, 0, 14, 19, 11, 9, 2, 4, 13, 18, 22, 25, 27, 31]
628.6776379402263, [23, 20, 17, 5, 7, 0, 4, 16, 27, 24, 18, 2, 8, 9, 12, 11, 6, 14, 15, 28, 26, 32, 21, 10, 13, 1, 3, 22, 30, 29, 31, 38, 47, 49, 48, 46, 45, 42, 44, 43, 41, 39, 40, 37, 36, 33, 35, 34, 19, 25]
591.9873003709154, [44, 43, 35, 42, 40, 39, 37, 36, 33, 28, 24, 30, 31, 26, 21, 20, 29, 27, 25, 14, 11, 8, 12, 18, 15, 9, 2, 3, 7, 17, 19, 6, 4, 5, 1, 16, 10, 0, 13, 23, 22, 32, 34, 38, 41, 46, 47, 49, 48, 45]
