1022.6511027876427, [96, 99, 98, 91, 88, 86, 85, 80, 89, 78, 51, 44, 50, 67, 68, 58, 56, 6, 5, 9, 2, 11, 20, 8, 12, 1, 7, 25, 23, 28, 31, 16, 14, 18, 13, 15, 55, 60, 73, 77, 75, 76, 90, 93, 97, 94, 95, 87, 84, 79, 82, 83, 72, 66, 59, 71, 57, 39, 47, 33, 45, 42, 35, 53, 49, 46, 69, 74, 61, 65, 62, 64, 54, 43, 41, 32, 21, 22, 4, 0, 3, 10, 19, 17, 26, 40, 36, 38, 37, 29, 30, 24, 27, 34, 52, 48, 63, 70, 81, 92]
1013.0054038477426, [26, 51, 47, 22, 17, 2, 11, 7, 10, 27, 33, 14, 4, 13, 6, 0, 16, 8, 3, 5, 23, 32, 35, 36, 28, 34, 21, 29, 40, 38, 48, 37, 24, 9, 25, 20, 18, 1, 15, 12, 50, 45, 41, 52, 49, 44, 54, 43, 39, 53, 58, 61, 72, 69, 62, 66, 73, 77, 81, 80, 88, 84, 83, 90, 94, 96, 93, 79, 86, 85, 91, 75, 56, 59, 71, 78, 82, 89, 98, 97, 99, 95, 92, 87, 74, 76, 70, 68, 64, 65, 57, 55, 63, 67, 60, 46, 42, 30, 31, 19]
995.9778305524834, [35, 28, 39, 54, 47, 38, 36, 40, 49, 42, 46, 45, 20, 17, 14, 30, 32, 33, 43, 34, 27, 12, 0, 6, 21, 26, 60, 51, 63, 68, 66, 52, 67, 73, 82, 78, 85, 89, 92, 98, 97, 96, 99, 95, 93, 94, 86, 81, 77, 44, 22, 5, 11, 23, 24, 37, 41, 55, 53, 64, 56, 50, 57, 76, 80, 83, 87, 84, 90, 88, 91, 79, 70, 69, 61, 59, 71, 72, 74, 75, 65, 62, 58, 48, 25, 29, 1, 7, 10, 18, 13, 3, 16, 4, 9, 8, 15, 19, 2, 31]
964.5918954905926, [48, 46, 47, 31, 27, 1, 3, 11, 8, 10, 6, 0, 17, 37, 38, 29, 23, 7, 34, 39, 13, 4, 16, 53, 66, 60, 67, 52, 54, 58, 73, 74, 76, 81, 84, 94, 86, 89, 77, 75, 82, 80, 79, 83, 96, 93, 95, 97, 98, 99, 91, 92, 87, 90, 88, 85, 78, 72, 71, 68, 55, 35, 18, 20, 12, 5, 15, 21, 26, 19, 9, 25, 30, 36, 43, 40, 33, 42, 44, 57, 63, 59, 50, 70, 69, 62, 65, 64, 56, 61, 51, 45, 41, 22, 24, 14, 2, 32, 28, 49]
908.1786678208405, [50, 44, 39, 52, 48, 58, 55, 82, 67, 60, 64, 65, 74, 71, 83, 87, 91, 94, 97, 96, 99, 98, 95, 92, 85, 90, 93, 89, 88, 86, 84, 62, 61, 68, 69, 80, 77, 75, 81, 73, 63, 56, 36, 12, 25, 37, 16, 34, 30, 14, 8, 6, 2, 0, 5, 20, 53, 57, 59, 70, 76, 79, 72, 78, 66, 51, 54, 42, 17, 29, 19, 10, 15, 1, 3, 9, 21, 22, 24, 46, 49, 38, 40, 41, 45, 47, 28, 4, 26, 27, 43, 32, 35, 7, 18, 11, 33, 23, 13, 31]
1059.753325527509, [29, 37, 42, 41, 54, 51, 64, 72, 68, 65, 60, 63, 49, 46, 39, 32, 18, 2, 21, 33, 71, 59, 58, 31, 26, 50, 47, 44, 36, 28, 20, 13, 1, 4, 48, 67, 66, 52, 45, 38, 61, 74, 77, 69, 73, 84, 95, 97, 98, 94, 99, 96, 93, 92, 90, 91, 82, 80, 88, 89, 87, 86, 85, 81, 83, 79, 78, 62, 55, 53, 43, 30, 27, 7, 6, 12, 14, 5, 8, 16, 22, 19, 25, 35, 34, 75, 76, 70, 56, 57, 23, 11, 40, 24, 15, 0, 17, 9, 3, 10]
957.9617189057903, [79, 86, 62, 61, 27, 29, 16, 18, 19, 5, 20, 6, 1, 11, 39, 46, 54, 57, 53, 67, 48, 36, 42, 21, 33, 9, 32, 25, 0, 4, 7, 17, 38, 34, 23, 8, 2, 14, 15, 24, 30, 22, 12, 3, 10, 26, 37, 28, 13, 41, 75, 87, 92, 99, 98, 97, 96, 93, 94, 95, 91, 88, 90, 80, 59, 81, 82, 89, 84, 85, 72, 76, 69, 60, 51, 45, 31, 49, 47, 50, 35, 40, 43, 44, 56, 64, 78, 83, 63, 52, 55, 66, 58, 65, 70, 74, 77, 68, 73, 71]
974.9845637224148, [26, 14, 23, 27, 37, 68, 64, 51, 57, 61, 67, 71, 76, 74, 85, 86, 88, 90, 89, 91, 95, 98, 97, 96, 83, 84, 92, 99, 93, 94, 87, 82, 72, 78, 80, 66, 62, 59, 47, 40, 28, 12, 8, 1, 9, 38, 43, 46, 52, 33, 20, 17, 21, 15, 10, 41, 35, 36, 44, 50, 53, 58, 56, 55, 63, 70, 77, 79, 81, 75, 73, 69, 54, 65, 60, 49, 42, 48, 39, 32, 34, 45, 29, 31, 5, 11, 2, 7, 19, 4, 16, 0, 13, 22, 24, 25, 6, 3, 18, 30]
964.4530989920888, [3, 1, 11, 13, 23, 32, 37, 47, 39, 46, 48, 56, 69, 71, 77, 80, 74, 85, 87, 90, 86, 88, 83, 76, 75, 81, 73, 70, 60, 63, 62, 54, 53, 58, 65, 72, 78, 79, 89, 93, 97, 94, 99, 95, 84, 92, 98, 96, 91, 82, 64, 59, 35, 31, 34, 7, 15, 4, 12, 19, 2, 9, 5, 24, 42, 41, 43, 44, 28, 36, 33, 8, 20, 40, 38, 26, 25, 29, 17, 6, 22, 55, 51, 50, 52, 49, 68, 66, 67, 61, 57, 45, 21, 30, 27, 0, 10, 18, 16, 14]
978.4763127221813, [7, 2, 22, 16, 15, 49, 23, 54, 47, 37, 44, 9, 10, 17, 26, 20, 13, 5, 12, 14, 41, 30, 42, 43, 40, 57, 53, 55, 56, 59, 72, 62, 67, 63, 61, 52, 50, 35, 38, 48, 39, 32, 27, 11, 25, 31, 19, 6, 0, 3, 21, 1, 18, 45, 51, 60, 74, 64, 76, 79, 65, 66, 68, 80, 82, 84, 90, 97, 98, 99, 91, 92, 93, 88, 86, 78, 71, 70, 69, 77, 81, 87, 89, 94, 96, 95, 85, 83, 75, 73, 58, 46, 24, 28, 33, 36, 34, 29, 8, 4]
913.3531387968125, [9, 16, 15, 25, 24, 33, 0, 6, 8, 12, 20, 31, 38, 17, 3, 13, 29, 32, 36, 28, 10, 4, 11, 19, 49, 41, 67, 82, 84, 72, 68, 79, 76, 62, 55, 60, 61, 69, 77, 74, 65, 66, 63, 64, 57, 53, 34, 42, 46, 39, 37, 58, 54, 48, 43, 47, 52, 70, 81, 80, 87, 86, 85, 83, 88, 89, 93, 92, 94, 96, 98, 99, 97, 95, 91, 90, 78, 75, 73, 71, 59, 51, 50, 35, 40, 30, 45, 56, 44, 21, 23, 26, 2, 7, 14, 27, 18, 22, 5, 1]
942.4626074124562, [98, 96, 92, 87, 86, 79, 75, 89, 88, 90, 85, 74, 68, 53, 60, 61, 57, 54, 46, 41, 20, 7, 22, 32, 34, 37, 55, 56, 49, 47, 45, 30, 28, 19, 1, 6, 17, 12, 24, 13, 2, 14, 0, 35, 29, 62, 58, 52, 51, 59, 40, 18, 15, 10, 3, 4, 16, 25, 36, 43, 33, 27, 44, 70, 65, 81, 78, 69, 72, 67, 66, 82, 84, 77, 76, 63, 64, 48, 50, 38, 39, 21, 26, 5, 8, 9, 11, 23, 31, 42, 71, 73, 83, 80, 91, 94, 93, 95, 97, 99]
1033.637390631153, [57, 55, 44, 33, 27, 13, 19, 17, 0, 24, 7, 1, 4, 10, 16, 6, 32, 38, 40, 42, 51, 53, 58, 65, 64, 85, 95, 98, 99, 97, 94, 93, 89, 88, 87, 91, 82, 78, 72, 59, 66, 63, 60, 67, 69, 79, 84, 90, 92, 96, 86, 83, 81, 61, 68, 70, 80, 75, 76, 52, 50, 46, 48, 36, 34, 29, 39, 41, 62, 71, 74, 73, 77, 56, 49, 35, 47, 28, 31, 9, 2, 3, 15, 26, 21, 5, 14, 11, 12, 30, 45, 25, 20, 8, 18, 37, 22, 23, 43, 54]
994.8977474866546, [87, 88, 94, 92, 89, 98, 99, 97, 96, 95, 93, 90, 91, 86, 85, 81, 79, 76, 69, 65, 66, 71, 74, 45, 48, 58, 57, 47, 3, 13, 24, 41, 32, 34, 37, 40, 31, 8, 6, 12, 0, 10, 19, 16, 1, 9, 17, 54, 60, 75, 70, 53, 49, 36, 44, 35, 22, 15, 23, 21, 7, 43, 39, 42, 56, 55, 52, 51, 27, 11, 14, 5, 18, 20, 25, 28, 4, 2, 30, 33, 26, 29, 38, 59, 46, 50, 61, 67, 68, 62, 64, 82, 80, 73, 77, 63, 72, 78, 83, 84]
924.599898180911, [32, 11, 1, 23, 39, 43, 24, 20, 7, 12, 5, 4, 13, 17, 29, 33, 46, 37, 42, 57, 55, 53, 63, 65, 74, 76, 81, 72, 77, 73, 83, 87, 95, 96, 98, 99, 97, 91, 93, 90, 88, 94, 92, 89, 85, 86, 84, 80, 78, 68, 54, 51, 36, 34, 21, 41, 40, 38, 71, 67, 62, 52, 48, 49, 28, 44, 35, 15, 0, 2, 8, 19, 6, 9, 3, 16, 18, 22, 47, 58, 60, 61, 69, 79, 82, 75, 50, 45, 56, 66, 70, 64, 59, 26, 25, 27, 31, 10, 14, 30]
935.0167138348132, [37, 32, 11, 16, 10, 30, 2, 7, 15, 12, 20, 31, 35, 5, 3, 18, 17, 44, 46, 52, 63, 67, 70, 79, 82, 89, 92, 91, 94, 93, 90, 98, 99, 97, 96, 95, 88, 83, 78, 81, 86, 87, 84, 85, 80, 76, 75, 53, 50, 54, 47, 38, 0, 9, 13, 29, 34, 21, 36, 39, 8, 43, 55, 58, 65, 61, 72, 71, 69, 68, 73, 74, 77, 66, 62, 59, 25, 19, 33, 24, 22, 45, 49, 40, 14, 42, 28, 26, 1, 4, 6, 27, 48, 57, 60, 64, 56, 51, 41, 23]
